Noticia,Rotulo
"Anvisa amplia grupo de emergência para monitorar ações contra coronavírus  

a anvisa (agência nacional de vigilância sanitária) mudou a composição do grupo de emergência em saúde pública criado para monitorar e conduzir no âmbito da agência as ações relacionadas ao novo coronavírus. segundo a oms (organização mundial da saúde), o novo coronavírus já matou 132 pessoas e infectou mais de 18 países. o grupo inicialmente teria como integrantes o adjunto de diretor da primeira diretoria e o assessor da terceira diretoria; o gerente de controle sanitário de produtos e empresas em portos, aeroportos, fronteiras e recintos alfandegados; o coordenador de imprensa e comunicação; e o consultor-chefe do sistema nacional. no entanto, a agência fez uma retificação, e a equipe da anvisas tratará da crise.</s>",fake
"Coronavírus atual pode ser versão mais contagiosa do que a original, diz estudo  

a variante do sars-cov-2 dominante infecta células com mais facilidade que o que apareceu na china, o que o torna mais contagioso entre os seres humanos. o estudo publicado hoje na revista cell mostra que o vírus se replica melhor e pode ser mais transmissível. o diretor do instituto de doenças infecciosas dos estados unidos, anthony fauci, diretor do instituto, disse que o novo coronavírus, que sofre mutações como qualquer outro vírus, se estabeleceu nos estados unidos. a variante d614g é a única letra no rna do vírus, em um local onde controla a entrada nas células humanas. pesquisadores rastreiam mutações genéticas no coronavírus em todo o mundo.</s>",fake
"Prefeitos pedem que governo feche estradas com acesso ao litoral de SP  

os prefeitos da baixada santista enviaram um ofício ao governador de são paulo, joão doria (psdb). eles pedem que o estado solicite à ecovias, concessionária das estradas, que não realize mais a operação 7x2 de descida para o litoral (sete pistas das rodovias anchieta e imigrantes descem e duas sobem) para impedir o avanço de contaminações pelo novo coronavírus no litoral.</s>",fake
"Quina vai sortear R$ 2,7 milhões no concurso de hoje; veja como apostar  

após acumular no último sorteio, a quina coloca em jogo hoje (3) um prêmio estimado em r$ 2,7 milhões no concurso de número 5649. o evento terá transmissão ao vivo pelo canal oficial da caixa no youtube. a quina ficou sem vencedores na edição realizada quinta-feira (2). os números sorteados na ocasião foram (05-13-31-41-42). também no último sorteio, o concurso 5648 registrou 94 apostas que completaram a quadra e ganharam r$ 5.190,01 cada. outros 6.618 bilhetes fizeram o terno e embolsaram r$ 110,85 individualmente.",fake
"São Paulo fará testes rápidos de covid-19 em asilos e na Fundação Casa  

o governo de são paulo vai realizar testes rápidos de covid-19 na fundação casa e em asilos. o anúncio foi feito em entrevista coletiva do comitê de contingência no palácio dos bandeirantes. de acordo com o governo, a fundação casa tem 138 unidades e 4.8 mil internos. além disso, o estado tem 552. asilos são o centro de tratamento de casos infectados.</s>",fake
"Guedes diz que Bolsonaro deu exemplo e, sem citar, critica Dilma e FHC  

o ministro da economia, paulo guedes, elogiou o presidente jair bolsonaro ao falar das medidas econômicas do governo federal. ""o presidente bolsonaro deu um exemplo"", afirmou. ele também aproveitou para criticar, sem citar nomes, os ex-presidentes fernando henrique cardoso e dilma rousseff. ""se ele (bolsonaro) estivesse pensando só em reeleição, ele não teria feito esse aperfeiçoamento institucional que foi abrir mão do controle sobre a política monetária"", disse guedes, sobre a aprovação da autonomia do banco central, em entrevista ao programa 'os pingos nos is', da jovem pan. ainda defendendo bolsonaro e as medidas adotadas por ele, o ministro questionou governos anteriores que teriam mudado o foco da política econômica após a reeleição.",fake
"Covid-19 tem potencial para ser tão séria quanto gripe espanhola, diz Fauci  

o imunologista anthony fauci, que integra a força-tarefa do governo dos estados unidos contra o novo coronavírus, disse que a covid-19 é uma pandemia de proporções históricas e que tem potencial para ser tão séria quanto a de gripe espanhola em 1918. a magnitude da pandemia de 1918, quando 50, 75, 100 milhões de pessoas morreram... aquilo foi a mãe de todas as pandemias, disse fauci durante um seminário online promovido pela universidade de georgetown. as declarações do imunologista foram reproduzidas pela cnn. fauci disse torcer para que os diferentes tratamentos que estão sendo testados atualmente ajudem a evitar um desastre. ele acredita que o maior desafio agora são os novos surtos de casos de covid no sul e no sudoeste do país.</s>",fake
"Governador do Piauí prorroga isolamento social no estado até 6 de julho  

o governador do piauí, wellington dias, anunciou a prorrogação dos decretos de isolamento social no estado até 6 de julho. o governador também decretou luto por uma semana em homenagem àqueles que morreram por conta do novo coronavírus. o piauí viu aumentar a taxa de transmissibilidade da doença, de 1,3 para 1,5, na sétima rodada de pesquisas sobre o vírus. a pesquisa foi realizada entre os dias 17 e 20 de junho, com 4.009 pessoas de 11 municípios no piauí. a estimativa de pessoas infectadas para o piauí é de 336 mil. destas, 10 mil ainda estão infectadas.</s>",fake
"Lotomania: confira como apostar e concorrer a prêmio de R$ 2,2 milhões hoje  

o bilhete que acertar as 20 dezenas do sorteio do concurso 2213 da lotomania, agendado para hoje (14), vai ter direito a um prêmio estimado de r$ 2,2 milhões. esse valor será dividido entre os ganhadores caso mais de uma aposta seja contemplada. o sorteio anterior, realizado no dia 10 de setembro, terminou sem vencedores, já que ninguém cravou as 20 dezenas (04-05-23-30-48-58-60-61-62-63-64-76-82-83-84-85-86-89-92-98), o que fez o prêmio acumular. basta fazer uma aposta de 50 números nas lotéricas credenciadas pela caixa, ou no site especial de loterias do banco. os maiores prêmios são destinados para os bilhetes que acertam 20 e 19 números, ou erram todos as dezenas sorteadas. as apostas devem ser feitas até uma hora antes do sorteio, que normalmente ocorre às 20h (horário de brasília).",fake
"Queiroga diz que 2 milhões de testes de covid venceram  

o ministro da saúde, marcelo queiroga, afirmou hoje, em depoimento à cpi da covid, que o brasil perdeu cerca de 2 milhões de testes do tipo rt-pcr —exame considerado ""padrão ouro"" na detecção do coronavírus. ""cerca de 2 milhões de testes foram vencidos, mas a empresa que produz vai repor esses testes"", afirmou queiroga. ""[a fabricante] é sensível em face de ter vencido os testes dentro de um contexto de milhões e vai repor, está em trâmite"". o ministro também defendeu a realização de testes no brasil para que haja ""controle epidemiológico e medidas subsequentes de isolamento dos pacientes e contactantes"".",fake
"China diz que se opõe firmemente às restrições dos EUA sobre a Huawei

a china disse nesta terça-feira (18) que se opõe firmemente à supressão norte-americana da huawei, depois que o governo do presidente dos estados unidos, donald trump, anunciou que aumentaria ainda mais as restrições à empresa. durante uma entrevista coletiva, o porta-voz do ministério das relações exteriores da china, zhao lijian, pediu aos estados unidos que parem de desacreditar as empresas chinesas. zhao disse ainda que o governo de pequim continuará a tomar todas as medidas necessárias para salvaguardar os direitos legítimos das empresas chinesas. nesta segunda-feira (17), o governo de trump anunciou o aumento das restrições à empresa chinesa com o objetivo de cortar seu acesso a chips disponíveis comercialmente.",fake
"Rio aplica 61,4 mil vacinas em dia D para crianças e adolescentes  

a prefeitura do rio de janeiro aplicou 61.432 doses de vacinas em crianças e adolescentes durante o dia d da campanha nacional de multivacinação, realizado ontem (16). foram aplicadas 18 vacinas que protegem contra diversas doenças como tuberculose, hepatite, febre amarela, sarampo, caxumba, meningite, entre outras. a campanha, que mobiliza todas as unidades de atenção primária, teve início no dia 1º e vai até 29 de outubro. o objetivo é regularizar a caderneta de vacinação de crianças e adolescentes até 15 anos de idade em todo o país. segundo o ministério da saúde, desde 2015, tem havido uma queda da cobertura vacinal, agravada com a chegada da pandemia. a vacinação é importante para evitar que algumas doenças que já estão erradicadas voltem a causar preocupações.",fake
"Rainha Elizabeth e marido recebem vacina contra a covid-19  

a rainha britânica elizabeth e seu marido, príncipe philip, foram vacinados contra a covid-19, informou hoje o palácio de buckingham. ""a rainha e o duque de edimburgo receberam hoje as vacinas contra covid-19"", disse o palácio, em um comunicado. a rainha tem 94 anos e philip, 99. uma fonte real disse que as vacinas foram administradas por um médico da residência da rainha no castelo de windsor, acrescentando que ela tornou a notícia pública para conter qualquer especulação.",fake
