Noticia,Rotulo
"Fórum Econômico Mundial: 'Estamos enfrentando o risco de outra geração perdida'  

o alto desemprego afeta a confiança do consumidor, a desigualdade e o bem-estar, e desafia a eficácia dos sistemas de proteção social. o diretor de risco do grupo, zurich insurance group, peter giger, participou de uma teleconferência realizada hoje pelo fórum econômico mundial para divulgar o relatório. giger disse que as pessoas têm visto mais o céu azul porque as emissões de carbono caíram 80% no início do ano. ele recomendou mais atenção às ações de desmatamento no mundo e salientou que o planeta continua aquecendo. o temor com o aumento do desemprego e mudanças profundas na cadeia produtiva tende a subir na lista de preocupações.</s>",fake
"Em xeque, diagnóstico de país produzido pelo governo Michel Temer

o gasto do ministério da educação subiu 285% acima da inflação entre 2004 e 2014",true
"Fed aponta panorama econômico sombrio e mantém juros em 0% até 2022  

a pandemia do novo coronavírus causará uma retração econômica de 6,5% e uma taxa de desemprego de 9,3% nos estados unidos até o final do ano, de acordo com o federal reserve (fed), que revelou suas primeiras projeções para a economia americana desde a crise da covid-19, além de anunciar que as taxas de juros permanecerão próximas de 0% até 2022. o presidente do fed, jerome powell, em entrevista coletiva por teleconferência após a reunião de política monetária de dois dias do banco central americano, apontou uma recuperação econômica de 5% e uma queda no desemprego para 6,5%. o fed aprovou o comunicado aprovado por unanimidade por todos os integrantes da direção.</s>",fake
"Guedes afirma que país pode emitir moeda se houver desemprego em massa  

o ministro da economia, paulo guedes, afirmou que o país pode emitir moeda para enfrentar a crise econômica se houver combinação de desemprego em massa, inflação perto de zero e colapso dos juros. a declaração foi feita durante audiência pública no congresso nacional. a armadilha da liquidez é tecnicamente o bc emitir moeda e comprar a dívida interna. o ministro disse que o bom economista não tem dogmas e, se tem boa formação, é capaz de fazer reformas emergenciais. apesar disso, ele disse que não é possível transformar a crise em ambiente para oportunismo político.</s>",fake
"JBS vende para a Minerva negócios na Argentina, Paraguai e Uruguai. Operação foi fechada por US$ 300 milhões. Esta é a primeira venda de ativos da empresa desde escândalos de corrupção envolvendo o governo.. A JBS, maior processadora de carnes do mundo, vendeu por US$ 300 milhões (o equivalente a R$ 983 milhões, pelo câmbio atual) todas as ações de suas subsidiárias com operações de carne bovina na Argentina, Paraguai e Uruguai para empresas controladas pela segunda maior empresa de carne bovina do Brasil, a Minerva, de acordo com fato relevante divulgado nesta terça-feira (6). Leia mais: Com 
",true
"É #FAKE que política de preços da Petrobras foi definida em acordo na Justiça dos EUA

circula nas redes sociais um vídeo em que um homem diz que um acordo com investidores nos estados unidos obriga a petrobras a praticar o preço internacional do petróleo. .",true
"Nove erros repetidos pelos presidenciáveis durante a campanha do 1º turno

eu apresentei 15 projetos no congresso nacional visando a aumentar a taxa de crescimento e a taxa de renda e o número de empregos - henrique meirelles",true
"Veja o que é #FATO ou #FAKE na entrevista de Ciro Gomes para o podcast 'O Assunto', do g1

“a inflação, que eu ajudei a combater lá como ministro da fazenda, hoje na cesta básica galga 30%, 35%.”",true
"BC vende US$ 25 bilhões de reservas para segurar dólar em meio à crise do coronavírus

o banco central vendeu us$ 25,399 bilhões de reservas internacionais neste ano, aponta balanço divulgado nesta quarta-feira (8). o mecanismo é uma forma de conter a disparada do dólar no mercado. o valor inclui operações liquidas até a última sexta-feira (3) e já se aproxima dos us$ 36,88 bilhões vendidos em todo o ano de 2019, quando o bc voltou a operar com venda direta das reservas. os leilões de linha foram realizados nos quais o banco vende recursos das reservas internacionais com compromisso de recompra. o acumulado até 3 de abril chegou a us$ 15,7 bilhões.</s>",fake
"Mercado de trabalho já piorava pré-vírus; desemprego pode chegar a 16%  

a pesquisa nacional por amostra de domicílios contínua, divulgada nesta terça-feira, 31, pelo instituto brasileiro de geografia e estatística (ibge), mostra que o mercado de trabalho apresentava sinais de deterioração antes mesmo do avanço do novo coronavírus no brasil. a taxa de desemprego, que ficou em 11,6% no trimestre encerrado em fevereiro, deve chegar a 13% nos próximos meses. o economista-chefe do asa bank, gustavo ribeiro, destaca que os empregos sem carteira assinada não impulsionam a criação de vagas.</s>",fake
"No Congresso, Paulo Guedes erra dados sobre mercado de trabalho e carga tributária

em junho, 30 mil empregos destruídos - paulo guedes",true
" Republicanos culpam Biden pela inflação, mas eles estão certos? 

enquanto democratas lutam para aprovar a agenda social e de mudança climática do presidente joe biden, republicanos os acusam de alimentar a inflação e tornar a vida dos norte-americanos mais custosa com suas iniciativas políticas. o índice de preços ao consumidor dos eua acumulou alta na comparação anual de mais de 5% por quatro meses consecutivos, enquanto a economia sofre com escassez de mão de obra e oferta causada pela pandemia de covid-19.",fake
"Governo não usará dinheiro público para salvar empresa grande, diz Guedes  

o ministro da economia, paulo guedes, disse que o governo não usará dinheiro público para salvar grandes empresas afetadas pelo coronavírus. em videoconferência promovida pelo mercado & consumo, que teve a participação do empresário abilio diniz, o ministro disse que grandes empresas devem buscar negociações e soluções dentro do próprio mercado. para o ministro, o governo tem ajudado as grandes empresas com ideias.</s>",fake
"Ernesto ganha licença de um ano do Itamaraty  

o ministro das relações exteriores informa que ele terá uma licença para tratar de interesses particulares. a informação está sendo divulgada em boletim oficial do itamaraty.</s>",fake
"Por que Austrália vive infestação assustadora de ratos  

aviso: esta reportagem contém informações e fotografias que podem ser extremamente desagradáveis para alguns leitores. os agricultores do sudeste da austrália estão vivendo um pesadelo. uma praga de milhões de ratos-domésticos (camundongos) se espalhou pela região nas últimas semanas, causando sérios danos a plantações e colocando a saúde mental de muitas pessoas em crise.",fake
"É #FAKE mensagem em áudio que cita Fiocruz sobre qualidade da água no Rio 

circula pelas redes sociais um áudio em que uma mulher que diz ser casada com um biólogo da fiocruz fala sobre a qualidade da água no rio de janeiro e dá uma série de orientações. ela afirma que a fiocruz tem escondido informações da população e fala de perigos na água como ""uma composição mais forte que um vírus colocada para matá-lo e que pode causar parada cardíaca em crianças"". .",true
"Bitcoin bate novo recorde e atinge US$ 60 mil

o bitcoin atingiu recorde histórico neste sábado (13), ultrapassando o patamar de us$ 60 mil pela primeira vez — o equivalente a r$ 333,8 mil. às 16h (horário de brasília), o bitcoin era cotado a us$ 60,174.92, em alta de 5,10%. em 21 de fevereiro, a criptomoeda havia registrado seu segundo maior recorde: us$ 58.354,14. segundo analistas, a criptomoeda está subindo por conta da iminente chegada de recursos dentro plano de estímulo norte-americano assinado por biden, que aumentará as chances de investidores adquirirem bitcoins. apesar da onda de aceitação popular neste ano, alguns analistas alertaram que o bitcoin ainda está longe de se tornar uma forma de pagamento amplamente usada.",fake
"Em meio à pandemia, gasto de brasileiros no exterior é o menor para o 1º semestre em 13 anos

os gastos de brasileiros no exterior somaram us$ 3,573 bilhões no primeiro semestre deste ano. o valor é o menor para o período desde 2007. a queda foi de 59,4%. o recuo ocorreu devido à disparada do dólar e à escalada das tensões acerca do novo coronavírus. a moeda norte-americana tem registrado forte alta neste ano devido à pandemia.</s>",fake
"Google e Microsoft trocam acusações em meio a discussão sobre financiamento de mídia nos EUA

o google e a microsoft trocaram acusações nesta sexta-feira (12), em meio a uma audiência em um subcomitê antitruste no congresso dos estados unidos sobre o domínio das grandes empresas de tecnologia sobre as organizações de mídia. o presidente da microsoft, brad smith, disse que o google tornou os veículos de imprensa dependentes de seus serviços de análise de audiência e publicidade digital enquanto lucra com os acessos das pessoas. smith afirmou que o tráfego gerado pelo google para as empresas de mídia tem valor, mas o seu valor se tornou cada vez mais difícil porque a maior parte do lucro foi espremida pelo google.</s>",fake
